-130,-115,Sacramento,110,-105,San Antonio
-125,-110,Brooklyn,105,-110,New Orleans
500,650,Washington,-700,-1000,Houston
220,450,LA,-270,-600,Oklahoma City
-330,-320,Cleveland,265,260,Chicago
